match_id,season,match_date,venue,city,team1,team2,toss_winner,toss_decision,batting_team,bowling_team,team1_score,team2_score,team1_wickets,team2_wickets,team1_overs,team2_overs,match_winner,win_by_runs,win_by_wickets,player_name,player_team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,overs_bowled,wickets_taken,runs_conceded,economy_rate,player_of_match
1416,2021,2021-04-14,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,123,157,4,5,20.0,15.5,Kolkata Knight Riders,0,5,Trent Boult,Rajasthan Royals,Bowler,8,9,0,0,,4.0,0,31,7.75,0
1401,2021,2021-03-30,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Sunrisers Hyderabad,152,124,4,10,20.0,20.0,Kolkata Knight Riders,28,0,Umran Malik,Sunrisers Hyderabad,Bowler,1,10,0,0,10.0,2.0,1,11,5.5,0
1088,2016,2016-04-14,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,156,147,5,5,20.0,20.0,Kolkata Knight Riders,9,0,Nitish Rana,Kolkata Knight Riders,Batsman,46,46,5,2,100.0,0.0,0,0,,0
1288,2019,2019-04-23,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,226,176,6,8,20.0,20.0,Mumbai Indians,50,0,Shimron Hetmyer,Rajasthan Royals,Batsman,60,65,8,4,92.31,0.0,0,0,,0
1186,2017,2017-05-19,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,179,146,4,3,20.0,20.0,Sunrisers Hyderabad,33,0,Anrich Nortje,Delhi Capitals,Bowler,1,2,0,0,50.0,3.0,0,26,8.67,0
1447,2021,2021-05-16,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,177,152,6,7,20.0,20.0,Royal Challengers Bangalore,25,0,Shreyas Iyer,Kolkata Knight Riders,Batsman,13,14,0,0,92.86,0.0,0,0,,0
1020,2015,2015-04-14,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,171,162,4,10,20.0,20.0,Mumbai Indians,9,0,Shreyas Iyer,Kolkata Knight Riders,Batsman,3,3,0,0,100.0,0.0,0,0,,0
1270,2019,2019-04-06,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,164,170,4,8,20.0,16.8,Sunrisers Hyderabad,0,2,Glenn Maxwell,Royal Challengers Bangalore,All-Rounder,26,26,1,1,100.0,1.0,0,5,5.0,0
1204,2018,2018-03-31,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,159,150,7,4,20.0,20.0,Rajasthan Royals,9,0,Trent Boult,Rajasthan Royals,Bowler,3,6,0,0,50.0,2.0,0,18,9.0,0
1138,2017,2017-04-01,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,163,164,5,5,20.0,16.6,Mumbai Indians,0,5,Piyush Chawla,Mumbai Indians,Bowler,5,8,0,0,62.5,3.0,0,19,6.33,0
1111,2016,2016-05-08,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,137,172,8,2,20.0,15.0,Sunrisers Hyderabad,0,8,Kartik Tyagi,Sunrisers Hyderabad,Bowler,9,7,0,0,128.57,3.0,1,36,12.0,0
1222,2018,2018-04-18,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,176,153,5,10,20.0,20.0,Rajasthan Royals,23,0,Shimron Hetmyer,Rajasthan Royals,Batsman,64,64,6,3,100.0,0.0,0,0,,0
1561,2023,2023-05-01,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,139,165,4,5,20.0,17.4,Punjab Kings,0,5,Josh Hazlewood,Royal Challengers Bangalore,Bowler,5,6,0,0,83.33,4.0,0,33,8.25,0
1486,2022,2022-04-26,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,157,174,9,4,20.0,16.7,Chennai Super Kings,0,6,Dwayne Bravo,Chennai Super Kings,All-Rounder,5,5,0,0,100.0,0.0,0,0,,0
1202,2018,2018-03-29,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,164,160,10,5,20.0,20.0,Kolkata Knight Riders,4,0,Venkatesh Iyer,Kolkata Knight Riders,All-Rounder,32,32,1,2,100.0,2.0,1,15,7.5,0
1258,2018,2018-05-25,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,124,178,9,0,20.0,17.7,Sunrisers Hyderabad,0,10,Bhuvneshwar Kumar,Sunrisers Hyderabad,Bowler,13,8,0,0,162.5,3.0,0,17,5.67,0
1428,2021,2021-04-27,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Chennai Super Kings,169,148,5,10,20.0,20.0,Royal Challengers Bangalore,21,0,Anuj Rawat,Royal Challengers Bangalore,WK-Batsman,7,7,0,0,100.0,0.0,0,0,,1
1534,2023,2023-04-03,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,180,154,3,10,20.0,20.0,Mumbai Indians,26,0,Rohit Sharma,Mumbai Indians,Batsman,48,48,3,4,100.0,0.0,0,0,,0
1404,2021,2021-04-03,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Kolkata Knight Riders,Rajasthan Royals,171,148,5,6,20.0,20.0,Kolkata Knight Riders,23,0,Jos Buttler,Rajasthan Royals,WK-Batsman,6,6,0,0,100.0,0.0,0,0,,0
1501,2022,2022-05-10,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,154,127,7,5,20.0,20.0,Delhi Capitals,27,0,Kuldeep Yadav,Delhi Capitals,Bowler,16,9,0,0,177.78,4.0,0,24,6.0,0
1397,2021,2021-03-26,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,143,122,9,10,20.0,20.0,Sunrisers Hyderabad,21,0,Umran Malik,Sunrisers Hyderabad,Bowler,2,3,0,0,66.67,4.0,0,45,11.25,0
1007,2015,2015-04-02,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,Punjab Kings,202,135,9,7,20.0,20.0,Delhi Capitals,67,0,Lalit Yadav,Delhi Capitals,All-Rounder,26,26,1,0,100.0,3.0,1,25,8.33,1
1106,2016,2016-05-02,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,188,184,10,5,20.0,20.0,Royal Challengers Bangalore,4,0,Jasprit Bumrah,Mumbai Indians,Bowler,3,1,0,0,300.0,2.0,0,16,8.0,0
1486,2022,2022-04-26,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,157,174,9,4,20.0,16.7,Chennai Super Kings,0,6,Moeen Ali,Chennai Super Kings,All-Rounder,12,12,0,0,100.0,4.0,0,27,6.75,0
1201,2018,2018-03-28,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,147,178,8,7,20.0,17.8,Mumbai Indians,0,3,Tim Southee,Kolkata Knight Riders,Bowler,13,5,0,0,260.0,4.0,0,35,8.75,0
1312,2019,2019-05-18,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,180,165,4,5,20.0,20.0,Sunrisers Hyderabad,15,0,Kuldeep Yadav,Delhi Capitals,Bowler,3,3,0,0,100.0,2.0,2,20,10.0,0
1074,2016,2016-04-01,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Punjab Kings,165,180,5,7,20.0,15.8,Punjab Kings,0,3,Rinku Singh,Kolkata Knight Riders,Batsman,14,14,0,1,100.0,0.0,0,0,,0
1012,2015,2015-04-07,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,150,155,3,8,20.0,15.6,Kolkata Knight Riders,0,2,Venkatesh Iyer,Kolkata Knight Riders,All-Rounder,19,19,1,1,100.0,4.0,0,25,6.25,0
1005,2015,2015-03-31,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Punjab Kings,Punjab Kings,bat,Punjab Kings,Mumbai Indians,149,189,5,4,20.0,15.6,Mumbai Indians,0,6,Kagiso Rabada,Punjab Kings,Bowler,0,0,0,0,0.0,3.0,0,21,7.0,0
1186,2017,2017-05-19,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,179,146,4,3,20.0,20.0,Sunrisers Hyderabad,33,0,Marco Jansen,Sunrisers Hyderabad,All-Rounder,24,24,1,1,100.0,1.0,0,4,4.0,0
1166,2017,2017-04-29,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,Rajasthan Royals,183,172,5,10,20.0,20.0,Punjab Kings,11,0,Devdutt Padikkal,Rajasthan Royals,Batsman,10,10,0,0,100.0,0.0,0,0,,0
1572,2023,2023-05-12,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,Punjab Kings,189,159,7,4,20.0,20.0,Delhi Capitals,30,0,Phil Salt,Delhi Capitals,WK-Batsman,76,76,4,4,100.0,0.0,0,0,,0
1394,2020,2020-06-02,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,174,174,5,4,20.0,20.0,Mumbai Indians,0,6,Andre Russell,Kolkata Knight Riders,All-Rounder,8,8,0,0,100.0,0.0,0,0,,0
1506,2022,2022-05-15,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,152,189,5,6,20.0,16.6,Chennai Super Kings,0,4,Shivam Dube,Chennai Super Kings,All-Rounder,35,35,3,1,100.0,4.0,0,36,9.0,0
1124,2016,2016-05-21,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,Delhi Capitals,179,167,10,5,20.0,20.0,Royal Challengers Bangalore,12,0,Dinesh Karthik,Royal Challengers Bangalore,WK-Batsman,8,8,0,0,100.0,0.0,0,0,,0
1340,2020,2020-04-09,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,167,169,6,9,20.0,19.4,Sunrisers Hyderabad,0,1,Abhishek Sharma,Sunrisers Hyderabad,All-Rounder,1,1,0,0,100.0,3.0,0,24,8.0,0
1377,2020,2020-05-16,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,174,133,6,5,20.0,20.0,Royal Challengers Bangalore,41,0,Rajat Patidar,Royal Challengers Bangalore,Batsman,4,4,0,0,100.0,0.0,0,0,,0
1026,2015,2015-04-20,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,198,183,6,9,20.0,20.0,Rajasthan Royals,15,0,Kuldeep Sen,Rajasthan Royals,Bowler,9,3,0,0,300.0,4.0,0,30,7.5,0
1068,2016,2016-03-25,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,169,179,5,2,20.0,17.5,Chennai Super Kings,0,8,Ambati Rayudu,Chennai Super Kings,Batsman,9,9,0,0,100.0,0.0,0,0,,0
1430,2021,2021-04-28,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,187,142,9,6,20.0,20.0,Royal Challengers Bangalore,45,0,Shahbaz Ahmed,Royal Challengers Bangalore,All-Rounder,3,3,0,0,100.0,0.0,0,0,,1
1407,2021,2021-04-05,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Punjab Kings,129,174,4,8,20.0,18.2,Punjab Kings,0,2,Kagiso Rabada,Punjab Kings,Bowler,13,4,0,0,325.0,2.0,2,30,15.0,0
1045,2015,2015-05-10,"Wankhede Stadium, Mumbai",,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,Mumbai Indians,158,181,9,6,20.0,15.0,Mumbai Indians,0,4,Piyush Chawla,Mumbai Indians,Bowler,3,10,0,0,30.0,2.0,2,10,5.0,0
1294,2019,2019-04-29,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,143,163,5,3,20.0,19.2,Mumbai Indians,0,7,Kieron Pollard,Mumbai Indians,All-Rounder,3,3,0,0,100.0,1.0,1,3,3.0,0
1360,2020,2020-04-28,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,146,156,8,1,20.0,16.2,Sunrisers Hyderabad,0,9,Anuj Rawat,Royal Challengers Bangalore,WK-Batsman,50,50,5,3,100.0,0.0,0,0,,0
1132,2017,2017-03-26,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,170,121,9,6,20.0,20.0,Royal Challengers Bangalore,49,0,Harpreet Brar,Punjab Kings,All-Rounder,1,1,0,0,100.0,2.0,0,15,7.5,0
1252,2018,2018-05-18,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,KOLKATA KNIGHT RIDERS,bat,Kolkata Knight Riders,Sunrisers Hyderabad,168,167,10,3,20.0,20.0,Kolkata Knight Riders,1,0,Umesh Yadav,Kolkata Knight Riders,Bowler,0,0,0,0,0.0,4.0,0,29,7.25,0
1462,2022,2022-04-01,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,182,197,8,1,20.0,16.2,Chennai Super Kings,0,9,Marco Jansen,Sunrisers Hyderabad,All-Rounder,7,7,0,0,100.0,4.0,0,21,5.25,0
1054,2015,2015-05-19,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,152,152,6,4,20.0,20.0,Kolkata Knight Riders,0,6,Phil Salt,Delhi Capitals,WK-Batsman,57,64,2,3,89.06,0.0,0,0,,0
1040,2015,2015-05-05,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Delhi Capitals,190,152,4,3,20.0,20.0,Royal Challengers Bangalore,38,0,Harshal Patel,Royal Challengers Bangalore,Bowler,18,9,0,0,200.0,3.0,0,29,9.67,0
1375,2020,2020-05-14,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Royal Challengers Bangalore,128,137,7,1,20.0,17.9,Royal Challengers Bangalore,0,9,Shimron Hetmyer,Rajasthan Royals,Batsman,10,10,0,0,100.0,0.0,0,0,,0
1466,2022,2022-04-05,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Royal Challengers Bangalore,167,167,4,4,20.0,20.0,Royal Challengers Bangalore,0,6,Rajat Patidar,Royal Challengers Bangalore,Batsman,1,1,0,0,100.0,0.0,0,0,,1
1392,2020,2020-05-31,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Punjab Kings,159,180,5,2,20.0,17.1,Punjab Kings,0,8,T Natarajan,Sunrisers Hyderabad,Bowler,6,4,0,0,150.0,4.0,0,31,7.75,0
1243,2018,2018-05-09,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,Rajasthan Royals,202,171,5,5,20.0,20.0,Royal Challengers Bangalore,31,0,Glenn Maxwell,Royal Challengers Bangalore,All-Rounder,0,2,0,0,0.0,3.0,0,21,7.0,0
1322,2019,2019-05-28,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,151,175,8,5,20.0,15.4,Kolkata Knight Riders,0,5,Hardik Pandya,Mumbai Indians,All-Rounder,20,20,2,0,100.0,0.0,0,0,,0
1367,2020,2020-05-06,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,Royal Challengers Bangalore,181,192,9,2,20.0,16.1,Royal Challengers Bangalore,0,8,Yuzvendra Chahal,Rajasthan Royals,Bowler,4,2,0,0,200.0,4.0,2,37,,0
1170,2017,2017-05-03,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,163,167,3,5,20.0,18.8,Mumbai Indians,0,5,Virat Kohli,Royal Challengers Bangalore,Batsman,26,26,2,1,100.0,0.0,0,0,,0
1166,2017,2017-04-29,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,Rajasthan Royals,183,172,5,10,20.0,20.0,Punjab Kings,11,0,Jonny Bairstow,Punjab Kings,WK-Batsman,44,44,3,2,100.0,0.0,0,0,,0
1571,2023,2023-05-10,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,169,138,3,5,20.0,20.0,Sunrisers Hyderabad,31,0,Matthew Short,Punjab Kings,All-Rounder,18,18,0,0,100.0,4.0,0,27,6.75,0
1441,2021,2021-05-09,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,Kolkata Knight Riders,181,154,9,6,20.0,20.0,Delhi Capitals,27,0,Phil Salt,Delhi Capitals,WK-Batsman,18,18,2,0,100.0,0.0,0,0,,0
1007,2015,2015-04-02,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,Punjab Kings,202,135,9,7,20.0,20.0,Delhi Capitals,67,0,Mitchell Marsh,Delhi Capitals,All-Rounder,63,63,4,3,100.0,2.0,1,23,11.5,0
1026,2015,2015-04-20,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,198,183,6,9,20.0,20.0,Rajasthan Royals,15,0,Suryakumar Yadav,Mumbai Indians,Batsman,13,13,0,0,100.0,0.0,0,0,,0
1030,2015,2015-04-24,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,180,180,5,4,20.0,20.0,Delhi Capitals,0,6,Khaleel Ahmed,Delhi Capitals,Bowler,30,8,0,0,375.0,2.0,1,11,5.5,0
1399,2021,2021-03-29,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,160,185,5,2,20.0,16.5,Rajasthan Royals,0,8,Arshdeep Singh,Punjab Kings,Bowler,0,0,0,0,0.0,3.0,1,24,8.0,0
1137,2017,2017-03-31,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,194,150,6,9,20.0,20.0,Delhi Capitals,44,0,Lockie Ferguson,Kolkata Knight Riders,Bowler,13,1,0,0,1300.0,4.0,0,33,8.25,0
1479,2022,2022-04-18,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Punjab Kings,Mumbai Indians,188,225,5,5,20.0,17.6,Mumbai Indians,0,5,Matthew Short,Punjab Kings,All-Rounder,21,21,2,1,100.0,0.0,0,0,,0
1302,2019,2019-05-08,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,205,186,6,7,20.0,20.0,Royal Challengers Bangalore,19,0,Nathan Ellis,Punjab Kings,Bowler,22,4,0,0,550.0,3.0,1,27,9.0,0
1108,2016,2016-05-04,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kolkata Knight Riders,165,177,5,9,20.0,19.5,Kolkata Knight Riders,0,1,Sunil Narine,Kolkata Knight Riders,All-Rounder,20,20,1,0,100.0,3.0,0,21,7.0,1
1040,2015,2015-05-05,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Delhi Capitals,190,152,4,3,20.0,20.0,Royal Challengers Bangalore,38,0,Mitchell Marsh,Delhi Capitals,All-Rounder,0,5,0,0,0.0,0.0,0,0,,0
1233,2018,2018-04-29,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,123,193,7,4,20.0,15.5,Mumbai Indians,0,6,Rohit Sharma,Mumbai Indians,Batsman,11,11,1,1,100.0,0.0,0,0,,0
1278,2019,2019-04-14,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,201,200,7,10,20.0,20.0,Mumbai Indians,1,0,Suryakumar Yadav,Mumbai Indians,Batsman,46,49,4,3,93.88,0.0,0,0,,0
1294,2019,2019-04-29,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,143,163,5,3,20.0,19.2,Mumbai Indians,0,7,Piyush Chawla,Mumbai Indians,Bowler,9,6,0,0,150.0,4.0,1,48,12.0,0
1395,2020,2020-06-02,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,132,151,5,9,20.0,19.7,Sunrisers Hyderabad,0,1,Umran Malik,Sunrisers Hyderabad,Bowler,3,5,0,0,60.0,2.0,2,28,14.0,0
1159,2017,2017-04-23,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Delhi Capitals,158,176,9,7,20.0,15.9,Delhi Capitals,0,3,David Warner,Delhi Capitals,Batsman,0,1,0,0,,0.0,0,0,,0
1554,2023,2023-04-24,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,218,124,3,4,20.0,20.0,Mumbai Indians,94,0,Quinton de Kock,Mumbai Indians,WK-Batsman,49,49,3,2,100.0,0.0,0,0,,0
1190,2017,2017-05-24,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,175,135,3,3,20.0,20.0,Kolkata Knight Riders,40,0,Yuzvendra Chahal,Rajasthan Royals,Bowler,1,1,0,0,100.0,2.0,0,20,10.0,0
1480,2022,2022-04-19,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,144,145,7,2,20.0,18.5,Delhi Capitals,0,8,R Ashwin,Rajasthan Royals,All-Rounder,24,24,1,1,100.0,2.0,0,17,8.5,0
1270,2019,2019-04-06,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,164,170,4,8,20.0,16.8,Sunrisers Hyderabad,0,2,Bhuvneshwar Kumar,Sunrisers Hyderabad,Bowler,17,5,0,0,340.0,3.0,0,34,11.33,0
1438,2021,2021-05-06,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,182,148,7,5,20.0,20.0,Chennai Super Kings,34,0,Bhuvneshwar Kumar,Sunrisers Hyderabad,Bowler,5,4,0,0,125.0,3.0,0,24,8.0,0
